  -9.5160207e-01   5.3766714e-01   1.7449130e-01
  -9.1932853e-01   1.8338850e+00   4.5157731e+00
  -9.7753012e-01  -2.2588469e+00  -9.4772183e+00
   8.0849640e-01   8.6217332e-01   3.7306036e+00
  -7.5680250e-01   3.1876524e-01   3.4900725e+00
   9.9957360e-01  -1.3076883e+00  -6.4406256e+00
  -2.7941550e-01  -4.3359202e-01   2.5992843e+00
  -9.9455259e-01   3.4262447e-01  -2.8610438e-01
  -3.5078323e-01   3.5783969e+00   1.2033746e+01
  -3.6647913e-01   2.7694370e+00   4.2470239e+00
   1.4112001e-01  -1.3498869e+00  -4.9474899e+00
  -9.2277542e-01   3.0349235e+00   6.7030912e+00
   9.7384763e-01   7.2540422e-01   4.9693393e+00
  -4.4252044e-01  -6.3054873e-02  -4.4146069e+00
   5.6464247e-01   7.1474290e-01   4.2167823e+00
   8.4147098e-01  -2.0496606e-01  -1.3576506e+00
   4.7942554e-01  -1.2414435e-01   7.1879813e-01
  -9.9369100e-01   1.4896976e+00   3.7864226e+00
   5.8491719e-01   1.4090345e+00   6.0510578e+00
   2.9552021e-01   1.4171924e+00   7.0078847e+00
  -6.3126664e-01   6.7149713e-01   2.7641123e+00
   9.4630009e-01  -1.2074869e+00  -3.0316761e+00
   2.4775425e-02   7.1723865e-01   2.7153791e+00
  -7.7276449e-01   1.6302353e+00   1.4564213e+00
   7.3439710e-01   4.8889377e-01   2.9189846e-01
   9.6988981e-01   1.0346930e+00   6.8935105e+00
  -8.7969576e-01   7.2688513e-01   4.2136358e-01
   6.6296923e-01  -3.0344092e-01   3.0577786e-01
   5.0102086e-01   2.9387147e-01   3.7059106e+00
   8.5459891e-01  -7.8728280e-01   5.3651680e-01
  -1.6560418e-01   8.8839563e-01   3.0343809e+00
  -8.1827711e-01  -1.1470701e+00  -2.5772621e+00
  -6.1813711e-01  -1.0688705e+00  -2.5833067e+00
   9.9166481e-01  -8.0949869e-01   3.4360052e-02
   9.0929743e-01  -2.9442842e+00  -8.3949798e+00
  -1.5774569e-01   1.4383803e+00   2.6965422e+00
  -4.5753589e-01   3.2519054e-01   2.4447036e+00
  -6.9987469e-01  -7.5492832e-01  -6.8881951e+00
  -9.7917773e-01   1.3702985e+00   2.1036163e+00
   3.8941834e-01  -1.7115164e+00  -8.2534069e+00
  -8.8345466e-01  -1.0224245e-01  -3.2640621e-02
  -9.5663502e-01  -2.4144704e-01  -9.1417855e-01
   9.4073056e-01   3.1920674e-01   2.8414055e+00
   3.1154136e-01   3.1285860e-01   1.4199841e+00
   3.1909836e-01  -8.6487992e-01  -6.9290109e+00
  -9.8093623e-01  -3.0051296e-02  -8.8968170e-01
   4.2737988e-01  -1.6487902e-01  -4.0247471e+00
   9.3799998e-01   6.2770729e-01  -8.7943880e-01
   9.6355819e-01   1.0932657e+00   5.3667808e+00
  -8.7157577e-01   1.1092733e+00  -3.1229362e-01
  -5.5068554e-01  -8.6365282e-01  -2.8693483e+00
   2.3924933e-01   7.7359091e-02   2.0645315e+00
   7.9366786e-01  -1.2141170e+00  -3.3955031e-01
  -5.8374143e-02  -1.1135007e+00  -4.8395688e+00
   9.9749499e-01  -6.8493281e-03   2.8731972e+00
  -2.5554110e-01   1.5326303e+00   4.2880754e+00
  -5.4402111e-01  -7.6966591e-01  -1.7449000e+00
   8.6320937e-01   3.7137881e-01   3.9128693e+00
  -9.9543625e-01  -2.2558440e-01  -8.7184886e-01
   1.2445442e-01   1.1173561e+00   3.3371015e+00
   9.9833417e-02  -1.0890643e+00  -3.3619290e+00
   4.1211849e-01   3.2557464e-02   2.9374562e+00
   1.1654920e-01   5.5252702e-01  -2.3566315e+00
  -2.7176063e-01   1.1006102e+00   1.7491366e+00
   2.1511999e-01   1.5442119e+00   2.5216868e+00
  -9.5892427e-01   8.5931133e-02  -2.4252248e+00
  -5.3657292e-01  -1.4915903e+00  -4.2505582e+00
   9.0217183e-01  -7.4230184e-01   1.2288925e+00
   1.6813900e-02  -1.0615817e+00  -5.1810047e+00
  -7.6198358e-01   2.3504572e+00   4.5852647e+00
  -6.6321897e-02  -6.1560188e-01  -1.7053997e+00
   5.1550137e-01   7.4807678e-01   2.6915063e+00
   5.9847214e-01  -1.9241851e-01   1.2233259e+00
  -9.9999021e-01   8.8861043e-01   1.4657127e+00
   4.0484992e-01  -7.6484924e-01  -3.3447710e+00
   4.9411335e-01  -1.4022690e+00  -3.5722407e+00
   9.8544973e-01  -1.4223759e+00  -6.5604175e+00
  -2.6323179e-01   4.8819391e-01   3.2288416e+00
   8.9870810e-01  -1.7737516e-01   7.1091998e-03
  -3.5822928e-01  -1.9605349e-01  -3.7123190e+00
  -9.2581468e-01   1.4193102e+00   1.8984117e+00
   7.8332691e-01   2.9158437e-01  -4.1588679e-01
   9.9854335e-01   1.9781105e-01   2.5488046e+00
  -6.8776616e-01   1.5876991e+00   2.2662350e+00
  -6.9352508e-01  -8.0446596e-01   5.5510938e-01
   7.1735609e-01   6.9662442e-01   5.8015162e+00
   9.8935825e-01   8.3508817e-01  -5.0979202e-01
  -6.2507065e-01  -2.4371514e-01  -1.0986329e+00
  -7.6768581e-01   2.1567009e-01  -3.6846371e+00
   9.3203909e-01  -1.1658439e+00  -2.1435640e+00
   9.9894134e-01  -1.1479528e+00  -1.1171675e+00
  -4.6460218e-01   1.0487472e-01   8.8088785e-01
   7.2896904e-01   7.2225403e-01   3.0786063e+00
  -9.8245261e-01   2.5854913e+00   8.9441688e+00
  -9.9992326e-01  -6.6689067e-01  -4.9623928e+00
  -7.0554033e-01   1.8733102e-01  -1.9406334e-01
  -8.2782647e-01  -8.2494425e-02  -5.7366797e-01
  -8.2282859e-01  -1.9330229e+00  -7.2743488e+00
  -9.9616461e-01  -4.3896615e-01  -1.5473221e+00
  -8.3226744e-01  -1.7946788e+00  -6.4021451e+00
  -8.3089403e-02   8.4037553e-01   7.8665542e-01
  -3.7387666e-01  -8.8803208e-01  -7.0225963e+00
   4.1580662e-02   1.0009283e-01   4.1006257e+00
   6.5698660e-01  -5.4452893e-01  -1.5286738e+00
   2.4492936e-16   3.0352079e-01   1.1172818e+00
  -9.5401925e-01  -6.0032656e-01  -2.5826843e+00
   8.5043662e-01   4.8996532e-01   3.3979632e+00
   5.7843976e-01   7.3936312e-01   1.5655165e+00
  -9.1616594e-01   1.7118878e+00   2.3679023e+00
   7.9848711e-01  -1.9412354e-01   7.6482372e-01
   8.9120736e-01  -2.1383553e+00  -1.6747341e+00
   6.4421769e-01  -8.3958875e-01  -2.9519622e+00
   9.8816823e-01   1.3545943e+00   7.6094564e+00
   3.3498815e-01  -1.0721553e+00  -1.9292433e+00
   7.4570521e-01   9.6095387e-01   3.9065519e+00
  -7.5151120e-02   1.2404980e-01  -1.8920983e+00
   1.9866933e-01   1.4366966e+00   4.1391466e+00
   2.2288991e-01  -1.9609000e+00  -5.6103007e+00
  -8.7545217e-01  -1.9769823e-01  -5.2827892e+00
  -1.8216250e-01  -1.2078455e+00  -3.6034970e+00
   9.6791967e-01   2.9080080e+00   9.0152769e+00
  -5.2983614e-01   8.2521889e-01   1.2275032e+00
   6.7546318e-01   1.3789720e+00   6.1602690e+00
  -6.1185789e-01  -1.0581803e+00  -6.2075647e+00
  -4.4964746e-01  -4.6861558e-01  -2.8816544e+00
  -1.7432678e-01  -2.7246941e-01  -4.6593628e-01
